PPI,min_score,max_score,avg_score
T29-1243_A_B,-5.8417277336120605,3.0760533809661865,-1.316756248474121
T29-1244_A_B,-7.168145656585693,2.895296096801758,-1.5750542879104614
T29-1245_A_B,-2.3039448261260986,4.787216663360596,1.2136820554733276
T29-1246_A_B,-2.8382315635681152,4.322947978973389,0.611710786819458
T29-1247_A_B,-6.378006935119629,2.2383580207824707,-1.315402626991272
T29-1248_A_B,-5.40032434463501,2.7248504161834717,-0.578537106513977
T29-1249_A_B,-2.780926465988159,4.549621105194092,1.1900163888931274
T29-124_A_B,-7.102514266967773,4.15424108505249,-0.7901970148086548
T29-1250_A_B,-4.753900527954102,4.082552909851074,0.7201802730560303
T29-1251_A_B,-6.000690937042236,3.7263617515563965,-1.037196159362793
T29-1252_A_B,-8.411556243896484,4.285445213317871,-0.5847267508506775
T29-1253_A_B,-5.052115440368652,2.6565451622009277,-0.7000903487205505
T29-1254_A_B,-9.362703323364258,2.8178470134735107,-1.9652128219604492
T29-1255_A_B,-4.875572681427002,4.014721870422363,0.6154525876045227
T29-1256_A_B,-6.6653828620910645,3.9501216411590576,0.8427177667617798
T29-1257_A_B,-2.8649394512176514,4.002603530883789,0.9608296751976013
T29-1258_A_B,-2.9475996494293213,5.659748554229736,1.5393024682998657
T29-1259_A_B,-3.2924232482910156,3.3743531703948975,0.08545635640621185
T29-125_A_B,-8.806224822998047,2.4214606285095215,-1.5717941522598267
T29-1260_A_B,-2.1527349948883057,4.983748435974121,1.6293725967407227
T29-1261_A_B,-6.905907154083252,3.6804018020629883,-1.3046822547912598
T29-1262_A_B,-5.447729110717773,3.8439853191375732,-0.29075703024864197
T29-1263_A_B,-6.152031898498535,3.520972967147827,-0.586925208568573
T29-1266_A_B,-3.049541473388672,5.571287155151367,0.5779352188110352
T29-1267_A_B,-2.059781312942505,4.520745754241943,1.4824784994125366
T29-1268_A_B,-5.134716987609863,4.271697998046875,0.3860112130641937
T29-1269_A_B,-4.742454528808594,5.161245346069336,0.3750627636909485
T29-126_A_B,-3.669605016708374,4.089692115783691,1.1443555355072021
T29-1270_A_B,-9.438627243041992,3.0861003398895264,-0.09253915399312973
T29-1271_A_B,-4.073512554168701,4.411174297332764,0.29989469051361084
T29-1272_A_B,-6.244339942932129,2.2362852096557617,-0.9841902256011963
T29-1273_A_B,-2.470879077911377,4.667601585388184,1.5233252048492432
T29-1274_A_B,-2.994081974029541,3.077805757522583,0.4793526232242584
T29-1275_A_B,-10.376448631286621,2.5648345947265625,-1.6477797031402588
T29-1276_A_B,-5.721121311187744,4.528879165649414,-1.089269995689392
T29-1277_A_B,-6.493773460388184,3.065692663192749,-1.0136128664016724
T29-1278_A_B,-2.5730791091918945,3.86889910697937,0.8398069143295288
T29-1279_A_B,-5.4367241859436035,3.4979846477508545,-0.6319666504859924
T29-127_A_B,-5.530511856079102,3.7389509677886963,-0.02815220318734646
T29-1280_A_B,-8.0173978805542,3.8985848426818848,-1.5172969102859497
T29-1281_A_B,-5.633973598480225,4.181302547454834,0.9579603672027588
T29-1282_A_B,-4.648857116699219,2.043348550796509,-0.8617622256278992
T29-1283_A_B,-9.21876335144043,3.2433018684387207,-1.644228219985962
T29-1284_A_B,-9.90186595916748,3.9603450298309326,-1.5756839513778687
T29-1285_A_B,-4.170772075653076,3.4987645149230957,0.06198549270629883
T29-1286_A_B,-2.8609440326690674,3.8217034339904785,1.119606375694275
T29-1287_A_B,-8.059501647949219,3.2967467308044434,-0.951629638671875
T29-1288_A_B,-3.524089813232422,3.771322727203369,0.24149423837661743
T29-1289_A_B,-6.645226001739502,4.347131729125977,-1.2667838335037231
T29-128_A_B,-5.530232906341553,1.891326665878296,-1.0777254104614258
T29-1290_A_B,-4.122644424438477,1.3531911373138428,-0.5608628988265991
T29-1291_A_B,-3.422271966934204,3.657656669616699,0.8759631514549255
T29-1292_A_B,-5.717235565185547,2.5502450466156006,-0.9935519099235535
T29-1293_A_B,-5.802676677703857,3.4304752349853516,-0.48703595995903015
T29-1294_A_B,-4.953933238983154,5.652493476867676,-0.073921337723732
T29-1296_A_B,-6.231899261474609,3.4643008708953857,-0.8710907101631165
T29-1297_A_B,-6.5898590087890625,3.8891348838806152,-0.873469889163971
T29-1298_A_B,-3.91359543800354,2.7758731842041016,-0.7086785435676575
T29-1299_A_B,-6.063669204711914,3.546879529953003,0.7448211312294006
T29-129_A_B,-6.825733661651611,2.363286256790161,-1.644320011138916
T29-12_A_B,-9.500893592834473,2.754941463470459,-2.295102119445801
T29-1300_A_B,-7.312283992767334,1.5481035709381104,-1.2433736324310303
T29-1302_A_B,-3.114753007888794,2.8426425457000732,0.28264373540878296
T29-1303_A_B,-4.554208755493164,3.8135151863098145,0.627284824848175
T29-1304_A_B,-3.6688201427459717,4.151278495788574,0.8615772128105164
T29-1305_A_B,-4.375990390777588,4.617364406585693,1.197853446006775
T29-1306_A_B,-3.1490728855133057,2.4004600048065186,-0.5284430384635925
T29-1307_A_B,-6.85304069519043,3.136554479598999,-1.2350155115127563
T29-1308_A_B,-6.199468612670898,2.645129442214966,-0.5782962441444397
T29-1309_A_B,-2.3427679538726807,4.267293930053711,1.242642879486084
T29-130_A_B,-2.949854612350464,2.373497724533081,-0.4571806490421295
T29-1310_A_B,-4.9703874588012695,2.5971829891204834,-0.5072959065437317
T29-1311_A_B,-3.5012028217315674,4.7742695808410645,1.0836596488952637
T29-1312_A_B,-9.319865226745605,3.50234055519104,-0.41447770595550537
T29-1313_A_B,-7.28324556350708,2.5910887718200684,-1.6205768585205078
T29-1315_A_B,-8.501554489135742,2.7146058082580566,-1.413842797279358
T29-1316_A_B,-4.8981428146362305,3.5070557594299316,-0.38585764169692993
T29-1317_A_B,-6.64272928237915,3.810972213745117,-1.2120351791381836
T29-1318_A_B,-4.046587944030762,2.663435697555542,-0.31455808877944946
T29-1319_A_B,-4.5318427085876465,4.3816447257995605,0.4346504211425781
T29-131_A_B,-7.401169776916504,2.275190830230713,-0.9333859086036682
T29-1320_A_B,-6.234862327575684,2.3104660511016846,-1.0424270629882812
T29-1321_A_B,-3.1858339309692383,3.458346366882324,0.7275738716125488
T29-1322_A_B,-8.499924659729004,4.846995830535889,-1.7774817943572998
T29-1323_A_B,-3.3717498779296875,5.0618085861206055,0.4063054025173187
T29-1324_A_B,-6.226560592651367,1.7340656518936157,-1.438226580619812
T29-1325_A_B,-4.476986885070801,1.7877476215362549,-0.7498379349708557
T29-1326_A_B,-4.56898832321167,4.380577087402344,-0.05483899638056755
T29-1327_A_B,-6.8726396560668945,2.334193229675293,-1.2895617485046387
T29-1328_A_B,-2.2912003993988037,4.32683801651001,0.599965512752533
T29-1329_A_B,-4.556872844696045,5.17247200012207,0.7463096380233765
T29-132_A_B,-5.071381568908691,2.516031265258789,-0.7151222825050354
T29-1330_A_B,-5.4348464012146,4.472500324249268,0.024327551946043968
T29-1332_A_B,-5.874767303466797,2.3706839084625244,-0.4815596044063568
T29-1333_A_B,-7.477399826049805,4.6259307861328125,-0.2872520685195923
T29-1336_A_B,-5.727601051330566,2.8830785751342773,-0.7123187780380249
T29-1338_A_B,-7.160224437713623,3.0602688789367676,-0.8507493734359741
T29-133_A_B,-2.9524078369140625,5.322085380554199,1.5947450399398804
T29-1340_A_B,-6.362828731536865,1.5043978691101074,-1.2856833934783936
T29-1341_A_B,-4.896200180053711,2.3109052181243896,-0.8183939456939697
T29-1342_A_B,-3.1211447715759277,4.272716045379639,0.9356294274330139
T29-1343_A_B,-2.6028683185577393,4.152108669281006,1.3937188386917114
T29-1344_A_B,-8.595854759216309,2.6293869018554688,-1.3109405040740967
T29-1345_A_B,-10.582279205322266,1.87709379196167,-2.830291271209717
T29-1346_A_B,-4.833260536193848,2.964817523956299,0.04612548276782036
T29-1347_A_B,-3.8050076961517334,3.6385390758514404,0.9905707836151123
T29-1348_A_B,-4.482033729553223,2.0339889526367188,-0.9625120162963867
T29-1349_A_B,-13.579850196838379,5.5431694984436035,-1.577041745185852
T29-134_A_B,-6.4136199951171875,2.7994978427886963,-0.10181543976068497
T29-1350_A_B,-3.826666831970215,2.344242811203003,-0.2781645953655243
T29-1351_A_B,-4.199039936065674,4.045681476593018,0.8812307119369507
T29-1352_A_B,-2.2812981605529785,3.6400837898254395,0.4477282166481018
T29-1353_A_B,-6.36976957321167,2.230205774307251,-0.40376007556915283
T29-1354_A_B,-1.7400000095367432,4.429197311401367,1.589652180671692
T29-1355_A_B,-8.101314544677734,3.147536039352417,-0.5107803344726562
T29-1356_A_B,-6.42925500869751,3.7735118865966797,-0.8519694209098816
T29-1357_A_B,-1.8982669115066528,5.3446807861328125,1.7817487716674805
T29-1358_A_B,-2.3874363899230957,3.010702133178711,0.5876553654670715
T29-1359_A_B,-4.362973213195801,3.4406661987304688,0.10766899585723877
T29-135_A_B,-3.9607932567596436,3.8736178874969482,0.006242627743631601
T29-1360_A_B,-8.082250595092773,3.531860589981079,-0.23288963735103607
T29-1361_A_B,-3.4719324111938477,4.765155792236328,0.3376326560974121
T29-1362_A_B,-4.818451881408691,2.2493975162506104,-0.6649721264839172
